Course URL LINK,Course Code,Course Name,Offering Institution,Offering Department / Unit,Offering Program,Course Type,Delivery Mode,Duration,COURSE DESCRIPTION,Prompt Engineering Topics Covered,Assessment,Unnamed: 12,Delivery Mode Clean,Course Type Clean,Offering Program Clean,Duration Clean,Duration Value,Duration Unit,Assessment Categories,Normalized Topics,SWEBOK Areas,SWEBOK Scores
https://alinlab.kaist.ac.kr/ai602_2025_spring.html,AI602,Recent Advances in Deep Learning,KAIST,Kim Jaechul Graduate School of AI,M.S/Integrated M.S.-Ph.D./Ph.D.,Degree-Awarding,Face-to-face (F2F),One semester (Spring 2025),"Covers recent advances in deep learning under the perspective of foundation models, including lectures on large language models and their applications.","LLM fundamentals; Applications of LLM tasks (e.g., few-shot prompts)",Student paper presentations; class participation,,Face-to-Face,Degree-Awarding,Other,One semester (Spring 2025),,,"['Participation', 'Essay/Report']","['llm fundamentals', 'applications of llm tasks (e.g', 'few-shot']","['Foundations', 'Models & Methods']","{'Foundations': 0.6666666666666666, 'Models & Methods': 0.3333333333333333}"
https://ita.kaist.ac.kr/lecture/download/6a0e31d4dfb9688c6b8a0362ae971658a54aeade,,Using Generative AI for Researchers (Beginner Course),KAIST,Institute for Technology Advancement (ITA),Professional Development,Non-Degree Programme,"Online, asynchronous",Self-paced,"Introductory course on using generative AI for research tasks such as writing, data analysis, and visualization. Includes prompt engineering techniques.",Basic prompt engineering techniques for effective AI manipulation,Hands-on exercises,,Online (Asynchronous),Degree-Awarding,Professional Development,Self-paced,,,['Lab/Hands-on'],['basic prompt engineering techniques for effective ai manipulation'],['Construction'],{'Construction': 1.0}
https://ita.kaist.ac.kr/lecture/download/12b59e29c0244f6e4cdde0b35d6f2cbbe17c2c76,,Building a Customized AI Assistant and Automating Research (Advanced Course),KAIST,SWêµì¡ì¼í° IT ìì¹´ë°ë¯¸,Professional Development,Non-Degree Programme,Face-to-face,5 sessions (1 day each),"Advanced course on building custom AI assistants and automating research workflows, with a specialized module on advanced prompt engineering.",Advanced prompt engineering techniques; prompt tuning; research-specific prompt design,Project-based assignments,,Face-to-Face,Degree-Awarding,Professional Development,5 sessions (1 day each),1,days,"['Project', 'Lab/Hands-on']","['advanced prompt engineering techniques', 'prompt tuning', 'research-specific prompt design']","['Construction', 'Design']","{'Construction': 1.0, 'Design': 0.3333333333333333}"
https://gsai.kaist.ac.kr/wp-content/uploads/2023/08/KAIST-ë¨¸ì ë¬ë-ë¶í¸ìº í-ë¸ë¡ìì´.pdf,,KAIST Machine Learning Engineer Bootcamp (4ê¸°),KAIST,Kim Jaechul Graduate School of AI,Bootcamp,Professional Certificate,Face-to-face,4 weeks,"Bootcamp for machine learning engineers covering deep learning foundations and LLM applications, including prompt engineering and LLM application modules.",Prompt tuning; LLM applications and prompt-based tasks,Team projects; quizzes,,Face-to-Face,Professional Certificate,Other,4 weeks,4,weeks,"['Quiz', 'Project']","['prompt tuning', 'llm applications and prompt-based tasks']","['Construction', 'Foundations']","{'Construction': 1.0, 'Foundations': 0.5}"
https://gsai.kaist.ac.kr/kaist-ê¹ì¬ì² AIëíì-CAIOChief-AI-Officer-ê³¼ì -8ê¸°-ëª¨ì§ìë´,,Chief AI Officer (CAIO) ê³¼ì  8ê¸°,KAIST,Kim Jaechul Graduate School of AI,Executive Education,Professional Certificate,Face-to-face,12 weeks (weekly 3h sessions),"Executive programme for AI leadership covering advanced AI strategy and technologies, including an advanced prompt engineering module.",Advanced prompt engineering strategies,Final capstone presentation,,Face-to-Face,Professional Certificate,Executive Education,12 weeks (weekly 3h sessions),12,weeks,['Exam'],['advanced prompt engineering strategies'],['Construction'],{'Construction': 1.0}
https://academy.kaist.ac.kr/view/program/view.do?idx=56,,AI Insight Leader Course,KAIST,KAIST Academy,Bridge Program,Professional Certificate,Face-to-face,3 months (weekly sessions),Digital finance insight programme with a module on generative AI prompt writing for business innovation.,Generative AI prompts for business use cases,Case study assignments,,Face-to-Face,Professional Certificate,Other,3 months (weekly sessions),,,"['Lab/Hands-on', 'Case Study']",['generative ai prompts for business use cases'],['Construction'],{'Construction': 1.0}
https://mscai.erg.cuhk.edu.hk/course-list-and-descriptions#AIMS5740,AIMS5740,Generative Artificial Intelligence,The Chinese University of Hong Kong,Faculty of Engineering,MSc in Artificial Intelligence,Degree-Awarding (Graduate Elective),Face-to-Face (F2F; synchronous),"10 weeks (Semester 2, Block 3)","Covers generative modeling foundations and applications, including foundation models, VAE, GANs, Transformers, neural text decoding, prompt programming, and content detection.",Prompt programming; neural text decoding; retrieval-augmented generation,Not specified,,Face-to-Face,Degree-Awarding,Other,"10 weeks (Semester 2, Block 3)",10,weeks,['None/Unspecified'],"['prompt programming', 'neural text decoding', 'retrieval-augmented generation']","['Construction', 'Design']","{'Construction': 0.3333333333333333, 'Design': 0.3333333333333333}"
https://www.cse.cuhk.edu.hk/wp-content/uploads/academics/rpg/courses/AIST5030.pdf,AIST5030,Generative Artificial Intelligence,The Chinese University of Hong Kong,Div of Computer Science & Engineering,MSc Computer Science / MPhil-PhD Computer Science & Engineering,Degree-Awarding (Graduate Course),Face-to-Face (F2F),One semester (3 credits),"Provides comprehensive understanding of GenAI technologies, covering generative models, large language models, conversational AI, multimodal AI, ethical implications, and hands-on projects.",Language models and prompt engineering,Homework (30%); Presentation (20%); Project (15%); Report (35%),,Face-to-Face,Degree-Awarding,Other,One semester (3 credits),,,"['Project', 'Essay/Report']",['language models and prompt engineering'],['Construction'],{'Construction': 1.0}
https://www.eng.cuhk.edu.hk/wp-content/uploads/T1_ENGE3940.pdf,ENGE3940,AI and Language,The Chinese University of Hong Kong,Department of English,Bachelor of Arts in English,Degree-Awarding (Undergraduate Course),Face-to-Face (F2F; synchronous),One semester,"Explores AI fundamentals and human language processing, including text mining, sentiment analysis, data visualization, generative AI, and prompt engineering.",Prompt engineering: engineering good and bad prompts,Participation & discussion (20%); Presentation (20%); Hands-on skill test (20%); Research poster (40%),,Face-to-Face,Degree-Awarding,Other,One semester,,,"['Lab/Hands-on', 'Participation']",['prompt engineering: engineering good and bad prompts'],['Construction'],{'Construction': 1.0}
https://www.law.cuhk.edu.hk/app/clindss-23rd-legaltech-seminar-using-chatgpt-prompt-engineering-for-lawyers-by-dr-eliza-mik-online/,,Using ChatGPT: Prompt Engineering for Lawyers,The Chinese University of Hong Kong,Faculty of Law,LegalTech Seminar,Seminar,Online (Synchronous),Not specified,Introduces basics of prompt engineering tailored to legal research and practice using ChatGPT.,Prompt design fundamentals for legal tasks,None,,Online (Synchronous),Professional Development,Other,Not specified,,,['None/Unspecified'],['prompt design fundamentals for legal tasks'],"['Design', 'Construction']","{'Design': 1.0, 'Construction': 1.0}"
https://www.meta-school.t.u-tokyo.ac.jp/reskilling/gai2506/,GAI2506,Reskilling Program: Generative AI Introductory Course (GAI2506),University of Tokyo,Metaverse School of Engineering,Reskilling Program,Reskilling Program,Online (synchronous; archive asynchronously),"Two 1-hour sessions: June 30, 2025 20:00-21:00; July 14, 2025 20:00-21:00","This course covers the fundamentals of generative AI and workplace applications, including demonstrations of text, image, and video generation, practical prompt creation methods, and risk considerations.",Effective prompt crafting; text/image/video prompt demonstration; iterative prompt refinement; risk mitigation and ethical considerations,No formal assessment or certification; participant surveys only,,Online (Asynchronous),Other,Other,"Two 1-hour sessions: June 30, 2025 20:00-21:00; July 14, 2025 20:00-21:00",,,['None/Unspecified'],"['effective prompt crafting', 'text', 'image', 'video prompt demonstration', 'prompt design/fundamentals', 'risk mitigation and ethical considerations']","['Construction', 'Design', 'Engineering Management', 'Professional Practice/Ethics']","{'Construction': 0.5, 'Design': 0.16666666666666666, 'Engineering Management': 0.16666666666666666, 'Professional Practice/Ethics': 0.16666666666666666}"
https://edulab.t.u-tokyo.ac.jp/2025-03-02-event/,,Generative AI for Educators  From Basics to Advanced Applications,University of Tokyo,Metaverse School of Engineering,Online Professional Development Course,Short-term Online Course,Online (synchronous),"1 day (7 hours): March 2, 2025 10:00-17:00","Systematic online course covering generative AI basics, educational applications, demonstrations of text, image, and video generation, practical prompt creation tips, and educational possibilities and risks.",Effective prompt crafting techniques; prompt creation tips for educational use; practical prompt design for text/image/video generation; risk considerations,No formal assessment; participant feedback only,,Online (Synchronous),MOOC,Professional Development,"1 day (7 hours): March 2, 2025 10:00-17:00",1,days,['None/Unspecified'],"['effective prompt crafting techniques', 'prompt creation tips for educational use', 'practical prompt design for text', 'image', 'video generation', 'risk considerations']","['Construction', 'Design', 'Engineering Management', 'Professional Practice/Ethics']","{'Construction': 0.5, 'Design': 0.16666666666666666, 'Engineering Management': 0.16666666666666666, 'Professional Practice/Ethics': 0.16666666666666666}"
https://ai.ctlt.ubc.ca/mooc-prompt-engineering-for-chatgpt/,,MOOC: Prompt Engineering for ChatGPT,University of British Columbia,"Centre for Teaching, Learning and Technology, Irving K. Barber Learning Centre",Non-credit MOOC,MOOC,Online (Asynchronous),Not specified,This course introduces students to the patterns and approaches for writing effective prompts for large language models. Anyone can take the course and the only required knowledge is basic computer usage skills. Students will start with basic prompts and build towards writing sophisticated prompts to solve problems in any domain.,"Prompt engineering patterns and approaches; in-context learning; crafting effective prompts for writing, summarization, simulation, planning, and programming tasks.",Quizzes and hands-on assignments on the Coursera platform,,Online (Asynchronous),MOOC,Other,Not specified,,,"['Quiz', 'Lab/Hands-on']","['prompt engineering patterns and approaches', 'in-context learning', 'crafting effective prompts for writing', 'summarization', 'simulation', 'planning', 'and programming tasks']","['Construction', 'Requirements', 'Models & Methods']","{'Construction': 0.2857142857142857, 'Requirements': 0.14285714285714285, 'Models & Methods': 0.14285714285714285}"
https://extendedlearning.ubc.ca/courses/writing-ai-process-practice-perspective/0500,0500-001,"Writing with AI: Process, Practice and Perspective",University of British Columbia,UBC Extended Learning,Professional Development Course,Online Course,Online (Asynchronous),8 weeks,"For better and for worse, AI is changing how we write and challenging how we think about writing. This hands-on course introduces you to the tools, techniques and questions that define what it means to write well in the age of generative AI, with weekly exercises and peer/instructor feedback.","Prompting for voice, clarity, and control; prompt-based revisions; AI-assisted editing; ethical considerations in AI-generated text.",Marked complete/incomplete based on attendance and participation; weekly exercises; two larger assignments with personalized instructor feedback; record of completion,,Online (Asynchronous),MOOC,Professional Development,8 weeks,8,weeks,"['Lab/Hands-on', 'Participation']","['prompting for voice', 'clarity', 'and control', 'prompt-based revisions', 'ai-assisted editing', 'ethical considerations in ai-generated text']","['Construction', 'Professional Practice/Ethics']","{'Construction': 0.3333333333333333, 'Professional Practice/Ethics': 0.16666666666666666}"
https://extendedlearning.ubc.ca/courses/ai-action-ethics-innovation-application/0188,188,"AI in Action: Ethics, Innovation and Application",University of British Columbia,UBC Extended Learning,Professional Development Course,On-campus Course,Face-to-Face (Synchronous),2 weeks (daily sessions),"An interactive course focusing on ethical usage, global challenges, and innovative applications of AI. Includes hands-on prompt engineering exercises and AI-driven creative projects.",Prompt engineering strategies; creating effective prompts; prompt evaluation and debugging; AI-driven project planning.,Hands-on exercises; no formal assessment,,Face-to-Face,Other,Professional Development,2 weeks (daily sessions),2,weeks,['Lab/Hands-on'],"['prompt engineering strategies', 'creating effective prompts', 'prompt evaluation and debugging', 'ai-driven project planning']","['Construction', 'Testing']","{'Construction': 0.75, 'Testing': 0.25}"
https://zdbk.zju.edu.cn/jwglxt/xtgl/xwck_ckLoginNews.html?doType=save&xwbh=F9D15DC1E18D613CE0530BA6CA0A168C,2114N003,Introduction to the New Generation of AI and Pretrained Large Models,Zhejiang University,School of Computer Science and Technology & General Education Center,BSc (General Education),Degree-Awarding,Face-to-face,Summer Semester: weekly Monday evenings (18:50â21:15),"Seminar-based exploration of new-generation AI and pretrained large models, covering trends, multimodal intelligence, GPT history, foundation model capabilities, generative AI, model governance, and practical usage, culminating in a research report and presentation.","Practical usage of generative AI models, iterative prompt formulation and scenario-based refinement",Research report and presentation,,Face-to-Face,Degree-Awarding,Other,Summer Semester: weekly Monday evenings (18:50â21:15),,,['Essay/Report'],"['practical usage of generative ai models', 'iterative prompt formulation and scenario-based refinement']",['Construction'],{'Construction': 0.5}
https://peixun.zju.edu.cn/zdceo_11069_510.html,,Zhejiang University AI Empowerment Thematic Seminar,Zhejiang University,School of Continuing Education,Executive Education (Enterprise Middle-Level),Executive Program,Face-to-face,"3 days (3/28â4/1/2025, 3 days of training)","Targeted seminar for government and enterprise leaders on AI frontier technologies, DeepSeek model principles, and real-world AI applications in governance, decision support, and productivity improvement.","DeepSeek prompt and tuning techniques for AI assistant creation (AI government assistant); prompt-driven workflow for public document writing, PPT creation, and data analysis",ZJU continuing education certificate upon completion and passing evaluation,,Face-to-Face,Executive Program,Executive Education,"3 days (3/28â4/1/2025, 3 days of training)",3,days,['Certificate Only'],"['deepseek prompt and tuning techniques for ai assistant creation (ai government assistant', 'prompt-driven workflow for public document writing', 'ppt creation', 'and data analysis']","['Construction', 'Design', 'Process']","{'Construction': 0.5, 'Design': 0.25, 'Process': 0.25}"
https://ldlprogram.web.illinois.edu/overview/course-descriptions/,EPOL 478,An Introduction to Generative AI for Education,University of Illinois Urbana-Champaign,"Education Policy, Organization & Leadership (EPOL), College of Education",Undergraduate Elective,Degree-Awarding,"Online, synchronous",One semester (weekly sessions),"Explores applications of Generative AI in Education. Topics include: AI predecessors (symbolic, data-driven, and connectionist AI); Large Language Models and statistical approaches to meaning in text; machine learning (supervised, unsupervised and reinforcement learning, including deep learning and neural nets); chatbot architectures and prompt engineering; fine-tuning for domain-specific applications; multimodal AI; guardrails (including managing AI bias, jailbreaks, hallucinations, explainability, intellectual property, privacy and security); and applications of Generative AI in education.",Chatbot architectures and prompt engineering; fine-tuning for domain-specific applications; multimodal AI; guardrails and hallucination mitigation; ethical and legal considerations; iterative prompt refinement.,"Weekly participation, weekly updates, and two peer-reviewed projects",,Online (Synchronous),Degree-Awarding,Undergraduate,One semester (weekly sessions),,,"['Project', 'Participation']","['chatbot architectures and prompt engineering', 'fine-tuning for domain-specific applications', 'multimodal ai', 'guardrails and hallucination mitigation', 'ethical and legal considerations', 'prompt design/fundamentals']","['Construction', 'Foundations', 'Quality', 'Professional Practice/Ethics', 'Design']","{'Construction': 0.5, 'Foundations': 0.3333333333333333, 'Quality': 0.16666666666666666, 'Professional Practice/Ethics': 0.16666666666666666, 'Design': 0.16666666666666666}"
https://courses.grainger.illinois.edu/cs598tz/fa2024/,CS 598,Machine Learning Algorithms for Large Language Models,University of Illinois Urbana-Champaign,"Department of Computer Science, Grainger College of Engineering",Graduate (M.S./Ph.D.),Degree-Awarding,Face-to-face,"Fall 2024 semester (Tues, Thu, 11:00amâ12:15pm)","This course is a general overview of machine learning algorithms used in the current development of large language models (LLMs), with special emphasis on models and model training. It covers mathematical models for sequence generation, transformer architectures, and investigates transformer variants along with algorithms for prompt engineering and improving reasoning capability. Other topics include LLM safety, hallucination mitigation, fine-tuning, alignment via RLHF, multimodal LLMs, retrieval-augmented generation, instruction tuning, and acceleration techniques.",Algorithms for prompt engineering; prompt engineering techniques; instruction tuning (methods and data acquisition); retrieval-augmented generation; prompt refinement; agent-based prompting (planning and agents); tool-enabled prompting (LLM with Tools); hallucination mitigation; chain-of-thought prompting.,"Details provided by instructor (likely includes assignments, projects, and exams)",,Face-to-Face,Degree-Awarding,Graduate,"Fall 2024 semester (Tues, Thu, 11:00amâ12:15pm)",2024,semesters,"['Exam', 'Project', 'Lab/Hands-on']","['algorithms for prompt engineering', 'prompt design/fundamentals', 'instruction tuning (methods and data acquisition', 'retrieval-augmented generation', 'prompt refinement', 'agent-based prompting (planning and agents', 'tool-enabled prompting (llm with tools', 'safety/risk', 'chain-of-thought prompting']","['Construction', 'Design', 'Foundations', 'Engineering Management', 'Quality', 'Professional Practice/Ethics', 'Models & Methods']","{'Construction': 0.7777777777777778, 'Design': 0.4444444444444444, 'Foundations': 0.1111111111111111, 'Engineering Management': 0.1111111111111111, 'Quality': 0.1111111111111111, 'Professional Practice/Ethics': 0.1111111111111111, 'Models & Methods': 0.1111111111111111}"
https://www.cs.cit.tum.de/en/seai/teaching/summer-term-24/,CITHN4004,Foundations and Application of Generative AI,Technical University of Munich,"Chair of Software Engineering & AI, TUM School of Computation, Information and Technology",Lecture (Summer Term),Degree-Awarding (Lecture),Face-to-face,One semester (Summer Term 2024),"Covers principles of generative AI including transformer architectures, LLMs, and Stable Diffusion. Students learn prompt engineering techniques, explore applications, and gain hands-on experience with open-source models and API integration, including ethical, security, and risk considerations.",Prompt engineering techniques.,"Project-based: assignments, implementation, and group presentation.",,Face-to-Face,Degree-Awarding,Other,One semester (Summer Term 2024),,,"['Project', 'Lab/Hands-on']",['prompt design/fundamentals'],"['Design', 'Construction']","{'Design': 1.0, 'Construction': 1.0}"
https://www.sot.tum.de/en/sot/studium/ai-in-society/studies/,,Responsible Prompt Engineering,Technical University of Munich,TUM School of Social Sciences and Technology â AI in Society program,M.Sc. AI in Society (Elective Module),Degree-Awarding (Elective Module),Face-to-face,One semester (Summer Semester 2025),Elective module listed under AI in Society program third semester electives.,Responsible prompt engineering.,,,Face-to-Face,Degree-Awarding,Other,One semester (Summer Semester 2025),,,['None/Unspecified'],['responsible prompt engineering'],['Construction'],{'Construction': 1.0}
https://www.tum.de/en/studies/degree-programs/key-skill-programs/plug-in-modules,,Academic Prompt Engineering and Management: a Reflexive Introduction,Technical University of Munich,TUM Key Skill Programs â AI & Digitization,Plug-in Module (Interdisciplinary),Degree-Awarding (Plug-in Module),Face-to-face,Winter semester 2025/26,"Comprehensive introduction to prompt and bot engineering for LLM-based text generation, with a focus on legal, ethical, and societal implications including prompt effectiveness, responsible deployment, HCI, and intellectual property issues.",Prompt and bot engineering fundamentals; prompt effectiveness; responsible deployment; human-computer interaction; intellectual property issues.,,,Face-to-Face,Degree-Awarding,Other,Winter semester 2025/26,,,['None/Unspecified'],"['prompt and bot engineering fundamentals', 'prompt effectiveness', 'responsible deployment', 'human-computer interaction', 'intellectual property issues']",['Construction'],{'Construction': 0.4}
https://www.tum.de/en/studies/degree-programs/key-skill-programs/plug-in-modules,SOT53404,Academic Prompt Engineering and Management: Responsible Use in Action,Technical University of Munich,TUM Key Skill Programs â AI & Digitization,Plug-in Module (Workshop),Degree-Awarding (Workshop),Face-to-face,1.5-hour workshop (Winter semester 2025/26),"Hands-on prompt engineering and responsible AI management with LLMs; covers practical prompting techniques, ethical and legal implications, interactive sessions, and real-world exercises.",Practical prompting techniques; ethical and legal aspects of AI text generation.,,,Face-to-Face,Degree-Awarding,Short Course,1.5-hour workshop (Winter semester 2025/26),,,['None/Unspecified'],"['practical prompting techniques', 'ethical and legal aspects of ai text generation']","['Construction', 'Professional Practice/Ethics']","{'Construction': 0.5, 'Professional Practice/Ethics': 0.5}"
https://www.tum.de/en/studies/degree-programs/key-skill-programs/plug-in-modules,,Aligning Generative AI to Social Values,Technical University of Munich,TUM Key Skill Programs â AI & Digitization,Plug-in Module (Interdisciplinary),Degree-Awarding (Plug-in Module),Face-to-face,Winter semester 2025/26,"Module on aligning generative AI systems with societal values such as fairness, accountability, and transparency; includes hands-on bias identification and mitigation exercises.",Bias mitigation in prompts; ethical prompted AI deployment; scenario-based prompt refinement.,,,Face-to-Face,Degree-Awarding,Other,Winter semester 2025/26,,,['None/Unspecified'],"['bias mitigation in prompts', 'ethical prompted ai deployment', 'scenario-based prompt refinement']","['Construction', 'Quality', 'Professional Practice/Ethics']","{'Construction': 1.0, 'Quality': 0.3333333333333333, 'Professional Practice/Ethics': 0.6666666666666666}"
https://www.docgs.tum.de/en/node/1012273,,AI & Prompt Engineering,Technical University of Munich,TUM Graduate School â DocGS,Doctoral Workshop,Non-Degree (Workshop),Face-to-face,"6 hours (11 April 2025, 09:00â16:00)","Workshop for doctoral candidates covering generative AI fundamentals, productivity automation, and practical prompting techniques; includes hands-on use of tools like ChatGPT and Perplexity.ai.",Prompting techniques; tool-based LLM interactions; productivity with generative AI.,None,,Face-to-Face,Degree-Awarding,Short Course,"6 hours (11 April 2025, 09:00â16:00)",6,hours,['None/Unspecified'],"['prompting techniques', 'tool-based llm interactions', 'productivity with generative ai']","['Construction', 'Design', 'Foundations']","{'Construction': 0.3333333333333333, 'Design': 0.3333333333333333, 'Foundations': 0.3333333333333333}"
https://www.tum.de/en/lifelong-learning/all-employees/people-development/learning-days-digital-tools-ai,,Prompting techniques,Technical University of Munich,"People Development, TUM Institute for LifeLong Learning",Learning Days Digital Tools & AI,Professional Development (Workshop),Online,"1 hour (Fri, 25 July 2025, 11:30â12:30)","Short workshop focusing on crafting effective prompts for AI, ranging from simple queries to complex tasks to achieve targeted results.",Prompt crafting techniques for varying complexity; contextual prompt refinement.,,,Online (Synchronous),Workshop,Other,"1 hour (Fri, 25 July 2025, 11:30â12:30)",1,hours,['None/Unspecified'],"['prompt crafting techniques for varying complexity', 'contextual prompt refinement']","['Construction', 'Requirements']","{'Construction': 1.0, 'Requirements': 0.5}"
https://cs.uwaterloo.ca/~wenhuche/teaching/cs886/,CS 886,Recent Advances on Foundation Models,University of Waterloo,Cheriton School of Computer Science,Graduate (MSc/PhD),Degree-Awarding,Face-to-face (with online lectures and recorded videos),Winter term (January â April),"Introduction to foundation models, transformer architectures, large language models, instruction tuning, retrieval augmentation, and multimodal models.","Instruction Tuning & RLHF; LLM Prompting (chain-of-thought, self-consistency, tree-of-thought, self-refine); Retrieval-Augmented Generation",Research project with final report and presentations,,Hybrid,Degree-Awarding,Graduate,Winter term (January â April),,,"['Exam', 'Project', 'Essay/Report']","['instruction tuning & rlhf', 'llm prompting (chain-of-thought', 'self-consistency', 'tree-of-thought', 'self-refine', 'retrieval-augmented generation']","['Construction', 'Foundations', 'Models & Methods', 'Design']","{'Construction': 0.3333333333333333, 'Foundations': 0.3333333333333333, 'Models & Methods': 0.3333333333333333, 'Design': 0.16666666666666666}"
https://uwaterloo.ca/uwaterloo-centre-for-information-system-assurance/workshops/prompt-engineering-essentials-cpas-and-business-pros,,Prompt Engineering Essentials for CPAs and Business Pros: Unlocking AIâs Potential,University of Waterloo,Centre for Information Integrity and Information Systems Assurance,Professional Development Workshop,Workshop,Face-to-face,"Half-day (8:30 am â noon, June 3, 2024)","A half-day workshop covering simple and complex prompt engineering approaches for tasks such as word search, term frequency and concordance reporting, entity recognition and extraction, document similarity, classification, topic modelling, and sentiment analysis.",Word search; term frequency & concordance; entity recognition & extraction; document similarity measurement; dictionary-based classification; unsupervised clustering; supervised ML classification; topic modelling; sentiment analysis,Hands-on exercises and open discussion,,Face-to-Face,Workshop,Short Course,"Half-day (8:30 am â noon, June 3, 2024)",,,['Lab/Hands-on'],"['word search', 'term frequency & concordance', 'entity recognition & extraction', 'document similarity measurement', 'dictionary-based classification', 'unsupervised clustering', 'supervised ml classification', 'topic modelling', 'sentiment analysis']",[],{}
https://uwaterloo.ca/uwaterloo-centre-for-information-system-assurance/workshops/online-hands-workshop-generative-ai-tools-and-prompt,,Online Hands-on Workshop on Generative AI Tools and Prompt Engineering Essentials,University of Waterloo,Centre for Information Integrity and Information Systems Assurance,Professional Development Workshop,Workshop,Online (synchronous),"4 hours (10:00 am â 2:00 pm, October 30, 2024)","An online workshop on prompt engineering covering procedures for prompt creation, evaluation frameworks, and mitigation of risks such as hallucinations.","Prompt creation procedures; evaluation of prompts; risk considerations (e.g., hallucinations, confidentiality); task automation using GenAI",Hands-on exercises and open discussion,,Online (Synchronous),Workshop,Short Course,"4 hours (10:00 am â 2:00 pm, October 30, 2024)",4,hours,['Lab/Hands-on'],"['prompt creation procedures', 'evaluation of prompts', 'risk considerations (e.g', 'hallucinations', 'confidentiality', 'task automation using genai']","['Construction', 'Testing', 'Engineering Management', 'Professional Practice/Ethics', 'Quality']","{'Construction': 0.3333333333333333, 'Testing': 0.16666666666666666, 'Engineering Management': 0.16666666666666666, 'Professional Practice/Ethics': 0.16666666666666666, 'Quality': 0.16666666666666666}"
https://uwaterloo.ca/uwaterloo-centre-for-information-system-assurance/online-hands-workshop-ChatGPT,,ChatGPT Essentials for Internal Auditors,University of Waterloo,Centre for Information Integrity and Information Systems Assurance,Professional Development Workshop,Workshop,Online (synchronous),"2 hours (noon â 2:00 pm, March 12, 2025)",A session introducing the Task Amplification Categories framework to align GenAI capabilities with internal audit objectives.,Task Amplification Categories (TACs) framework; practical prompt design for auditing workflows,Pre-work questionnaire and hands-on exercises,,Online (Synchronous),Workshop,Short Course,"2 hours (noon â 2:00 pm, March 12, 2025)",2,hours,['Lab/Hands-on'],"['task amplification categories (tacs) framework', 'practical prompt design for auditing workflows']","['Design', 'Construction', 'Process']","{'Design': 0.5, 'Construction': 0.5, 'Process': 0.5}"
https://watspeed.uwaterloo.ca/programs-and-courses/executive-course-operationalizing_gen_ai.html,,Operationalizing Generative AI: Executive Insights and Applications,University of Waterloo,WatSPEED (Executive Education),Executive Sprint,Executive Program,In-person,"1 day (9:00 am â 5:00 pm, May 27, 2025)","A one-day seminar on generative AI, covering LLM use cases, deployment strategies, and enterprise implementation.",Harnessing prompt engineering to extract maximum value from LLMs,Participation and professional education certificate,,Unspecified,Executive Program,Executive Education,"1 day (9:00 am â 5:00 pm, May 27, 2025)",1,days,"['Participation', 'Certificate Only']",['harnessing prompt engineering to extract maximum value from llms'],"['Construction', 'Foundations']","{'Construction': 1.0, 'Foundations': 1.0}"
https://watspeed.uwaterloo.ca/programs-and-courses/executive-course-chatgpt-and-the-llm-revolution.html,,ChatGPT and the Large Language Model Revolution,University of Waterloo,WatSPEED (Executive Education),Executive Sprint,Executive Program,Virtual live (synchronous),"3 weeks, 1.5 hours/week","A three-part sprint explaining LLM capabilities, business applications, and prompt engineering best practices.",Prompt engineering strategies for enterprise LLM applications,Participation and professional education certificate,,Unspecified,Executive Program,Executive Education,"3 weeks, 1.5 hours/week",3,weeks,"['Participation', 'Certificate Only']",['prompt engineering strategies for enterprise llm applications'],"['Construction', 'Foundations']","{'Construction': 1.0, 'Foundations': 1.0}"
https://learningandteaching.anu.edu.au/blog/using-generative-ai-for-teaching-resources-and-in-the-classroom/,,Embedding the Responsible Use of Generative AI in the Classroom,Australian National University,Academic Learning & Teaching Unit,Professional Development Workshop,Workshop,Face-to-face,April 2024 (half-day session),"Workshop focusing on designing activities for student use of AI, including basics of engineering effective prompts using Microsoft Copilot (persona, context, task, format, exemplar, tone).",Prompt formula components: persona + context + task + format + exemplar + tone; prompt refinement strategies; difference between vague vs. effective prompts.,Practical prompt design exercises and group discussions.,,Face-to-Face,Workshop,Short Course,April 2024 (half-day session),,,['None/Unspecified'],"['prompt formula components: persona + context + task + format + exemplar + tone', 'prompt refinement strategies', 'difference between vague vs. effective prompts']","['Requirements', 'Construction']","{'Requirements': 0.3333333333333333, 'Construction': 1.0}"
https://learningandteaching.anu.edu.au/blog/using-generative-ai-for-teaching-resources-and-in-the-classroom/,,Using Generative AI for Efficient Creation of Teaching Resources,Australian National University,Academic Learning & Teaching Unit,Professional Development Workshop,Workshop,Face-to-face,April 2024 (half-day session),Hands-on workshop applying prompt engineering formulas to generate teaching resources such as multiple-choice questions with feedback and images using AI.,Application of prompt templates for resource generation; iterative prompt refinement; evaluation and debugging of AI outputs.,Creation of resource prototypes using AI prompts and peer feedback session.,,Face-to-Face,Workshop,Short Course,April 2024 (half-day session),,,['None/Unspecified'],"['application of prompt templates for resource generation', 'prompt design/fundamentals', 'evaluation and debugging of ai outputs']","['Construction', 'Design', 'Testing']","{'Construction': 0.6666666666666666, 'Design': 0.3333333333333333, 'Testing': 0.3333333333333333}"
